pid,fid14,fid12,cfps2012_latest_edu
330106102,330106,330106,文盲/半文盲
130134102,130134,130134,初中
130540102,130540,130540,文盲/半文盲
140030103,140030,140030,大学本科
130045102,130045,130045,初中
441117105,441117,441117,初中
350103105,350103,350103,小学
312092101,312092,312092,初中
410749101,410749,410749,初中
230410103,230410,230410,高中/中专/技校/职高
410934102,410934,410934,高中/中专/技校/职高
130046103,130046,130046,初中
410582103,410582,410582,文盲/半文盲
130056103,130056,130056,文盲/半文盲
410567101,410567,410567,初中
410865103,109949,410865,初中
130051102,130051,130051,不适用
130052101,130052,130052,文盲/半文盲
130523101,130523,130523,初中
410820102,410820,410820,小学
320262102,320262,320262,初中
450206102,450206,450206,文盲/半文盲
211494101,211494,211494,小学
140241103,140241,140241,小学
130089102,130089,130089,小学
410401101,410401,410401,小学
610307103,610307,610307,高中/中专/技校/职高
210419102,210419,210419,高中/中专/技校/职高
610105105,610105,610105,小学
211260102,211260,211260,初中
530440103,530440,530440,高中/中专/技校/职高
130192103,130192,130192,初中
410646103,410646,410646,高中/中专/技校/职高
520108102,520108,520108,文盲/半文盲
360223105,360223,360223,小学
510016102,173694,510016,高中/中专/技校/职高
340133106,340133,340133,初中
312381102,312381,312381,文盲/半文盲
411275103,287989,411275,大专
530371103,530371,530371,初中
130006104,130006,130006,文盲/半文盲
130231101,130231,130231,初中
211255101,211255,211255,小学
110009105,110009,110009,大学本科
530062101,530062,530062,小学
450233102,450233,450233,大学本科
510404103,510404,510404,文盲/半文盲
312435102,312435,312435,初中
621056102,621056,621056,文盲/半文盲
530145431,530145,530145,初中
130913101,130913,130913,初中
140268101,140268,140268,初中
370061104,206374,370061,高中/中专/技校/职高
210873103,210873,210873,大学本科
440966102,440966,440966,小学
450356104,450356,450356,文盲/半文盲
140727103,140727,140727,文盲/半文盲
110082101,110082,110082,初中
620254102,620254,620254,不适用
140748104,140748,140748,初中
610151101,610151,610151,小学
411133105,411133,411133,大专
530330101,530330,530330,小学
130223103,130223,130223,初中
130227101,130227,130227,文盲/半文盲
620735104,620735,620735,小学
620431101,620431,620431,小学
441475103,441475,441475,初中
130812102,130812,130812,文盲/半文盲
370357103,370357,370357,初中
140359101,140359,140359,小学
620967104,620967,620967,小学
621196102,621196,621196,文盲/半文盲
440384101,440384,440384,小学
340236102,340236,340236,文盲/半文盲
220135101,220135,220135,高中/中专/技校/职高
450291531,450291,不适用,不适用
130201102,130201,130201,大专
130228101,130228,130228,高中/中专/技校/职高
140329104,140329,140329,高中/中专/技校/职高
440826501,440826,不适用,不适用
530143103,530143,530143,小学
621231103,621231,621231,文盲/半文盲
340128101,340128,340128,文盲/半文盲
130140102,130140,130140,大学本科
310006531,310006,不适用,不适用
211019101,211019,211019,大专
130136101,130136,130136,初中
140499101,140499,140499,小学
210156103,683321,683321,初中
211317101,211317,211317,大学本科
130231102,130231,130231,高中/中专/技校/职高
411312102,411312,411312,文盲/半文盲
420483105,420483,420483,大学本科
110116102,110116,110116,高中/中专/技校/职高
140086102,140086,140086,小学
410792102,410792,410792,小学
370325103,370325,370325,小学
620555102,620555,620555,文盲/半文盲
620245104,620245,620245,文盲/半文盲
411320102,411320,411320,文盲/半文盲
620757101,620757,620757,初中
530300101,530300,530300,文盲/半文盲
520179101,520179,520179,小学
140004101,140004,140004,初中
370770104,187828,370770,大专
130184101,130184,130184,初中
370293102,370293,370293,文盲/半文盲
130255101,130255,130255,初中
340163501,340163,不适用,不适用
370562101,370562,370562,文盲/半文盲
441357106,441357,441357,文盲/半文盲
440227102,440227,440227,高中/中专/技校/职高
130381101,130381,130381,小学
411023102,411023,411023,高中/中专/技校/职高
310938102,310938,310938,高中/中专/技校/职高
220305103,220305,220305,大专
621790101,621790,621790,文盲/半文盲
130822103,130822,130822,初中
360084106,935985,935985,高中/中专/技校/职高
312555101,312555,312555,小学
130250101,130250,130250,大学本科
440734102,440734,440734,文盲/半文盲
340320102,340320,340320,文盲/半文盲
130897101,130897,130897,文盲/半文盲
370521101,370521,370521,小学
311599101,311599,311599,不适用
430345101,430345,430345,小学
130431102,130431,130431,小学
110030431,110030,110030,初中
110043101,110043,110043,高中/中专/技校/职高
621246109,621246,621246,文盲/半文盲
330229101,330229,330229,文盲/半文盲
440508101,440508,440508,文盲/半文盲
621868104,621868,621868,不适用
610042104,255137,610042,不适用
621797101,621797,621797,文盲/半文盲
130258101,130258,130258,高中/中专/技校/职高
211805101,211805,211805,高中/中专/技校/职高
370548102,370548,370548,文盲/半文盲
312143102,312143,312143,文盲/半文盲
440584102,440584,440584,文盲/半文盲
330371103,330371,330371,不适用
520462105,520462,520462,初中
441527101,441527,441527,文盲/半文盲
140194101,140194,140194,初中
210917101,210917,210917,小学
340264101,340264,340264,文盲/半文盲
140096101,140096,140096,小学
621344105,621344,621344,初中
360298501,360298,不适用,不适用
411730102,411730,411730,大学本科
130311104,130311,130311,初中
370692101,370692,370692,小学
620352103,620352,620352,小学
330301105,330301,330301,初中
210421102,210421,210421,文盲/半文盲
210149102,210149,210149,初中
100051502,100051,不适用,不适用
360023103,360023,360023,小学
320365104,320365,320365,初中
410575102,410575,410575,初中
620127102,620127,620127,文盲/半文盲
130188102,130188,130188,初中
450183101,450183,450183,初中
510099101,510099,510099,小学
211093101,211093,211093,高中/中专/技校/职高
440238106,440238,440238,文盲/半文盲
370619101,370619,370619,小学
210478101,210478,210478,高中/中专/技校/职高
440929104,440929,440929,高中/中专/技校/职高
340332101,340332,340332,文盲/半文盲
130195101,130195,130195,初中
211430101,211430,211430,文盲/半文盲
340080101,340080,340080,文盲/半文盲
211830102,211830,211830,高中/中专/技校/职高
620933531,620933,不适用,不适用
411560102,411560,411560,小学
310801431,310801,310801,大学本科
220194102,220194,220194,高中/中专/技校/职高
500384102,500384,500384,文盲/半文盲
620730102,620730,620730,文盲/半文盲
130076104,130076,130076,初中
130258102,130258,130258,高中/中专/技校/职高
211601103,760248,760248,初中
510825101,510825,510825,小学
440904101,440904,440904,小学
350010101,350010,350010,高中/中专/技校/职高
520411102,520411,520411,文盲/半文盲
140551401,140551,140551,初中
440312102,440312,440312,不适用
130207102,130207,130207,大专
450116105,450116,450116,小学
441702101,441702,441702,文盲/半文盲
312291101,312291,312291,小学
410310101,410310,410310,高中/中专/技校/职高
130209103,130209,130209,高中/中专/技校/职高
211357101,211357,211357,小学
411429107,411429,411429,文盲/半文盲
312485531,312485,不适用,不适用
211604531,211604,不适用,不适用
320383102,320383,320383,初中
530235101,530235,530235,初中
621627102,621627,621627,高中/中专/技校/职高
500237102,500237,500237,文盲/半文盲
311692101,311692,311692,文盲/半文盲
510161101,510161,510161,小学
610263101,610263,610263,大专
140361102,140361,140361,小学
320277101,320277,320277,大专
441678101,441678,441678,文盲/半文盲
130115102,130115,130115,大学本科
310306102,310306,315230,不适用
130114101,130114,130114,初中
211897102,211897,211897,小学
140221101,140221,140221,小学
130175101,130175,130175,小学
130118102,130118,130118,大学本科
320361102,320361,320361,文盲/半文盲
230555101,230555,230555,小学
130886102,130886,130886,高中/中专/技校/职高
410400101,410400,410400,文盲/半文盲
411325102,411325,411325,初中
450290101,450290,450290,文盲/半文盲
620029101,620029,620029,小学
511060102,511060,511060,文盲/半文盲
140732102,140732,140732,小学
360277431,360277,360277,大学本科
140263101,140263,140263,初中
340132102,340132,340132,文盲/半文盲
130879101,130879,130879,小学
360186101,360186,360186,文盲/半文盲
330232431,330232,330232,文盲/半文盲
130207107,130207,130207,高中/中专/技校/职高
441457101,441457,441457,高中/中专/技校/职高
440630102,440630,440630,小学
450139102,450139,450139,文盲/半文盲
210289102,210289,210289,高中/中专/技校/职高
370538103,370538,370538,高中/中专/技校/职高
410155103,410155,410155,初中
500190102,500190,500190,文盲/半文盲
411529102,411529,411529,初中
430387102,430387,430387,大学本科
833903431,833903,833903,初中
130115101,130115,130115,大专
620593103,620593,620593,文盲/半文盲
610232103,610232,610232,小学
130106102,130106,130106,文盲/半文盲
520392101,520392,520392,初中
441487101,441487,441487,小学
410483101,410483,410483,文盲/半文盲
434065432,434065,434065,初中
130208109,130208,130208,初中
510818102,510818,510818,文盲/半文盲
360026101,360026,360026,初中
320050103,320050,320050,文盲/半文盲
410235106,410235,410235,初中
130265101,130265,130265,初中
312530102,312530,312530,小学
130078101,130078,130078,文盲/半文盲
130076103,130076,130076,初中
130074104,139778,130074,初中
370684103,370684,370684,不适用
420013102,420013,420013,初中
140522102,140522,140522,文盲/半文盲
130019103,130019,130019,初中
530091103,530091,530091,初中
610071103,610071,610071,高中/中专/技校/职高
130703101,130703,130703,高中/中专/技校/职高
130027106,355752,355752,文盲/半文盲
530346102,530346,530346,小学
620720501,620720,不适用,不适用
410414101,410414,410414,小学
360174103,360174,360174,初中
130017101,130017,130017,文盲/半文盲
211776101,211776,211776,高中/中专/技校/职高
411024102,411024,411024,文盲/半文盲
210388102,210388,210388,高中/中专/技校/职高
411613101,411613,411613,初中
130218102,130218,130218,初中
330218103,330218,330218,文盲/半文盲
130076531,130076,不适用,不适用
411827103,288494,411827,大学本科
130093431,130093,130093,小学
410040102,410040,410040,高中/中专/技校/职高
586323431,586323,586323,小学
440402102,440402,440402,文盲/半文盲
130019102,130019,130019,文盲/半文盲
410565103,410565,410565,初中
411663103,411663,411663,高中/中专/技校/职高
330248102,330248,330248,初中
410905102,410905,410905,初中
410145104,149413,410145,初中
370785102,370785,370785,初中
210151101,210151,210151,文盲/半文盲
760319431,760319,760319,高中/中专/技校/职高
140508103,140508,140508,小学
119569501,119569,不适用,不适用
410650104,410650,410650,初中
210411103,210411,210411,初中
510291101,510291,510291,初中
140838105,140838,140838,初中
312332105,200406,200406,高中/中专/技校/职高
430003101,430003,430003,初中
621487101,621487,621487,小学
130017102,130017,130017,小学
330234102,474041,474041,大学本科
140694534,140694,不适用,不适用
430397102,430397,430397,文盲/半文盲
130698104,130698,130698,高中/中专/技校/职高
230504102,230504,230504,文盲/半文盲
411749104,411749,411749,小学
210398101,210398,210398,初中
130076102,130076,130076,高中/中专/技校/职高
130072102,130072,130072,高中/中专/技校/职高
210777101,210777,210777,小学
130019101,130019,130019,文盲/半文盲
130030103,130030,130030,初中
340368102,340368,340368,不适用
140395104,140395,140395,高中/中专/技校/职高
530388102,530388,530388,文盲/半文盲
210186101,210186,210186,初中
330223103,330223,330223,小学
130022104,130022,130022,文盲/半文盲
411241101,411241,411241,大学本科
350093102,350093,350093,不适用
130015103,130015,130015,高中/中专/技校/职高
130071101,130071,130071,初中
130937431,130937,130937,小学
441406103,441406,441406,小学
510989103,510989,510989,文盲/半文盲
220014101,220014,220014,文盲/半文盲
210395102,210395,210395,初中
410200101,410200,410200,文盲/半文盲
130024102,130024,130024,文盲/半文盲
130024101,130024,130024,文盲/半文盲
340066102,340066,340066,文盲/半文盲
530322105,530322,530322,初中
441981101,441981,441981,文盲/半文盲
410865101,410865,410865,高中/中专/技校/职高
500229102,500229,500229,文盲/半文盲
430498102,430498,430498,小学
230550105,230550,230550,文盲/半文盲
140573101,140573,140573,初中
130835101,130835,130835,小学
311286101,311286,311286,初中
120080101,120080,120080,初中
211809102,211809,211809,初中
530393104,530393,530393,小学
441523103,441523,441523,高中/中专/技校/职高
530380103,530380,530380,文盲/半文盲
511023103,511023,511023,小学
130612101,130612,130612,文盲/半文盲
410329101,410329,410329,小学
370360102,370360,370360,初中
130008102,130008,130008,高中/中专/技校/职高
621116102,621116,621116,文盲/半文盲
120078101,120078,120078,文盲/半文盲
311929103,311929,311929,初中
360235101,360235,360235,文盲/半文盲
410967432,410967,410967,文盲/半文盲
411306105,632898,632898,高中/中专/技校/职高
620716102,620716,620716,小学
210271102,210271,210271,初中
211898101,211898,211898,文盲/半文盲
130489104,140620,130489,文盲/半文盲
140021101,140021,140021,高中/中专/技校/职高
140027102,140027,140027,小学
340339103,340339,340339,小学
110038104,110038,110038,高中/中专/技校/职高
211438102,211438,211438,文盲/半文盲
621052104,621052,621052,文盲/半文盲
370240101,370240,370240,初中
210810102,210810,210810,初中
620871105,620871,620871,大专
320222103,320222,320222,文盲/半文盲
230396102,230396,230396,文盲/半文盲
211070101,211070,211070,文盲/半文盲
620890104,620890,620890,大专
210971102,210971,210971,小学
620134501,620134,不适用,不适用
621213102,621213,621213,文盲/半文盲
140024101,140024,140024,大学本科
310681101,310681,310681,大学本科
130705105,130705,130705,文盲/半文盲
410098102,410098,410098,高中/中专/技校/职高
530035101,530035,530035,小学
430341101,430341,430341,初中
620248103,620248,620248,文盲/半文盲
311270101,311270,311270,大专
210902106,210902,210902,小学
140013102,140013,140013,高中/中专/技校/职高
370286101,370286,370286,文盲/半文盲
130321103,130321,130321,初中
140006102,140006,140006,不适用
311107102,165043,311107,文盲/半文盲
350023501,350023,不适用,不适用
140360101,140360,140360,初中
140007105,239974,140007,高中/中专/技校/职高
620642103,791222,791222,文盲/半文盲
312303101,312303,312303,初中
621240102,621240,621240,文盲/半文盲
211541101,211541,211541,初中
410323101,410323,410323,初中
410951102,410951,410951,不适用
130234102,130234,130234,文盲/半文盲
140358101,140358,140358,初中
220068102,220068,220068,文盲/半文盲
130792101,130792,130792,初中
140359102,140359,140359,初中
340178103,340178,340178,初中
510159102,510159,510159,小学
140019102,140019,140019,文盲/半文盲
140351101,140351,140351,小学
140355103,140355,140355,初中
140353102,140353,140353,小学
340303104,340303,340303,不适用
621631102,621631,621631,高中/中专/技校/职高
210902102,210902,210902,不适用
510328103,510328,510328,不适用
620909101,620909,620909,初中
140007104,239974,140007,高中/中专/技校/职高
370479102,370479,370479,初中
220019101,220019,220019,文盲/半文盲
411010102,411010,411010,小学
450213105,450213,450213,不适用
621253102,621253,621253,文盲/半文盲
211475101,211475,211475,文盲/半文盲
441851102,441851,441851,文盲/半文盲
140047101,140047,140047,初中
130815103,130815,130815,小学
210287103,210287,210287,初中
621102107,621102,621102,小学
430089101,430089,430089,大学本科
500307102,500307,500307,大学本科
140857101,140857,140857,高中/中专/技校/职高
500279104,500279,500279,小学
411562103,411562,411562,小学
430403101,430403,430403,初中
410268103,410268,410268,大专
510538102,510538,510538,不适用
450056105,450056,450056,不适用
330342102,330342,330342,文盲/半文盲
311973102,311973,311973,初中
510430102,510430,510430,文盲/半文盲
441449101,441449,441449,初中
210045102,210045,210045,不适用
450048103,450048,450048,初中
182453501,182453,不适用,不适用
140006101,140006,140006,初中
320071102,320071,320071,初中
130068103,239119,130068,初中
621213108,621213,621213,文盲/半文盲
440329105,440329,440329,初中
140371103,140371,140371,文盲/半文盲
520384103,520384,520384,小学
510423103,510423,510423,小学
370159102,370159,370159,小学
520067106,520067,520067,文盲/半文盲
211371102,211371,211371,初中
510322502,510322,不适用,不适用
140364101,140364,140364,初中
610004101,610004,610004,文盲/半文盲
370258104,370258,370258,初中
140010102,140010,140010,初中
520580105,520580,520580,初中
311908103,311908,311908,初中
440458101,440458,440458,文盲/半文盲
370222102,370222,370222,文盲/半文盲
320156101,320156,320156,文盲/半文盲
140015104,140015,140015,初中
620099102,620099,620099,不适用
220313103,236701,236701,高中/中专/技校/职高
312511102,312511,312511,文盲/半文盲
140743102,140743,140743,文盲/半文盲
230183104,230183,230183,初中
140109101,140109,140109,小学
140370102,140370,140370,初中
410125106,410125,410125,小学
411343103,411343,411343,高中/中专/技校/职高
130299102,130299,130299,初中
520042103,520042,520042,小学
494421431,494421,494421,不适用
210934102,210934,210934,小学
320141104,320141,320141,高中/中专/技校/职高
440823101,440823,440823,文盲/半文盲
620911101,620911,620911,文盲/半文盲
130640102,130640,130640,初中
140360102,140360,140360,文盲/半文盲
211784102,211784,211784,初中
310841531,310841,不适用,不适用
500371101,500371,500371,小学
140368103,140368,140368,初中
110047102,110047,110047,高中/中专/技校/职高
621109102,621109,621109,文盲/半文盲
140363101,140363,140363,小学
441943103,441943,441943,文盲/半文盲
140693101,140693,140693,初中
140687102,140687,140687,文盲/半文盲
340084101,340084,340084,文盲/半文盲
441220102,441220,441220,小学
450303101,450303,450303,文盲/半文盲
510996105,510996,510996,小学
140150107,140150,140150,小学
621053102,621053,621053,初中
530276102,136182,530276,初中
140345102,140345,140345,不适用
450355104,450355,450355,不适用
230010103,230010,230010,小学
621027101,621027,621027,文盲/半文盲
312110102,312110,312110,文盲/半文盲
230330101,230330,230330,初中
310939101,310939,310939,初中
220267102,220267,220267,高中/中专/技校/职高
220287102,220287,220287,初中
440421101,440421,440421,初中
130601103,130601,130601,初中
520476101,520476,520476,初中
530319102,530319,530319,文盲/半文盲
620385101,620385,620385,高中/中专/技校/职高
411391103,411391,411391,大专
211577101,211577,211577,初中
310916101,310916,310916,初中
330160101,330160,330160,初中
510843104,897196,897196,初中
130733101,130733,130733,高中/中专/技校/职高
230591102,230591,230591,初中
311150101,311150,311150,高中/中专/技校/职高
530342105,530342,530342,不适用
411284103,411284,411284,初中
410365101,410365,410365,小学
310131101,310131,310131,不适用
441941102,441941,441941,小学
140489104,140489,140489,高中/中专/技校/职高
500168531,500168,不适用,不适用
140632101,140632,140632,初中
350116102,350116,350116,文盲/半文盲
410204108,410204,410204,初中
140110103,140110,140110,高中/中专/技校/职高
621579102,621579,621579,文盲/半文盲
621468103,621468,621468,文盲/半文盲
140388103,140388,140388,高中/中专/技校/职高
140327102,140327,140327,初中
360073102,360073,360073,文盲/半文盲
340230101,340230,340230,文盲/半文盲
430328101,430328,430328,初中
140390101,140390,140390,文盲/半文盲
620955104,620955,620955,小学
610084101,610084,610084,初中
140487104,140487,140487,初中
370699102,370699,370699,文盲/半文盲
520571102,520571,520571,文盲/半文盲
310334101,310334,310334,小学
510061102,510061,510061,高中/中专/技校/职高
210254102,210254,210254,初中
411151102,411151,411151,文盲/半文盲
140493105,140493,140493,小学
140094104,140094,140094,初中
140399103,140399,140399,初中
350013101,350013,350013,小学
440560105,440560,440560,小学
370586104,370586,370586,初中
140394103,120977,140394,高中/中专/技校/职高
411755102,411755,411755,文盲/半文盲
440399102,440399,440399,小学
420309101,420309,420309,高中/中专/技校/职高
140717105,140717,140717,小学
500374431,500374,500374,不适用
510500103,510500,510500,不适用
411433101,411433,411433,文盲/半文盲
140399101,140399,140399,高中/中专/技校/职高
620925106,620925,620925,文盲/半文盲
620831102,620831,620831,小学
211896103,211896,211896,初中
211102102,211102,211102,初中
140390105,140390,140390,初中
440848102,440848,440848,初中
242216501,242216,不适用,不适用
410116103,301810,301810,高中/中专/技校/职高
440218101,440218,440218,初中
140481101,140481,140481,初中
620003101,620003,620003,初中
500279103,500279,500279,小学
410758101,410758,410758,文盲/半文盲
210391102,210391,210391,初中
210602102,210602,210602,初中
360001101,360001,360001,小学
420483101,420483,420483,高中/中专/技校/职高
312344101,312344,312344,大学本科
140391103,140391,140391,小学
140411101,140411,140411,高中/中专/技校/职高
140484103,140484,140484,初中
140489102,140489,140489,初中
210841102,210841,210841,初中
610028101,610028,610028,文盲/半文盲
410370101,410370,410370,高中/中专/技校/职高
320364105,320364,320364,大专
211298431,211298,211298,不适用
140091102,140091,140091,小学
140322501,140322,不适用,不适用
430224101,430224,430224,高中/中专/技校/职高
340192103,340192,340192,初中
441411101,441411,441411,小学
140509105,141735,140509,文盲/半文盲
441871101,441871,441871,高中/中专/技校/职高
621801102,621801,621801,小学
530224101,530224,530224,小学
430267103,430267,430267,初中
360090101,360090,360090,小学
620823106,620823,620823,高中/中专/技校/职高
211702103,211702,211702,高中/中专/技校/职高
410311104,410311,410311,初中
140483101,140483,140483,文盲/半文盲
130723101,130723,130723,小学
520544105,520544,520544,文盲/半文盲
510377432,510377,510377,文盲/半文盲
500253101,500253,500253,文盲/半文盲
418048431,418048,418048,不适用
140156432,140156,140156,小学
370128102,370128,370128,小学
440296102,231693,440296,文盲/半文盲
311562101,311562,311562,初中
410546101,410546,410546,小学
620052105,620052,620052,文盲/半文盲
441952104,441952,441952,初中
350118102,350118,350118,小学
510350102,510350,510350,文盲/半文盲
310557103,310557,310557,高中/中专/技校/职高
360074101,360074,360074,文盲/半文盲
320359102,320359,320359,文盲/半文盲
410235107,410235,410235,小学
511035101,511035,511035,高中/中专/技校/职高
140081103,140081,140081,不适用
140390106,140390,140390,不适用
130389102,130389,130389,小学
210887102,210887,210887,高中/中专/技校/职高
130643102,130643,130643,小学
430269101,430269,430269,高中/中专/技校/职高
230260102,230260,230260,不适用
621818101,621818,621818,文盲/半文盲
211399103,211399,211399,初中
210460102,210460,210460,小学
140839102,140839,140839,小学
370035103,370035,370035,高中/中专/技校/职高
340133101,340133,340133,初中
621333431,621333,621333,小学
130078501,130078,不适用,不适用
621405103,621405,621405,不适用
621792102,621792,621792,小学
441300103,441300,441300,高中/中专/技校/职高
130643104,130643,130643,小学
211543103,211543,211543,文盲/半文盲
140721401,140721,140721,大学本科
320035104,320035,320035,文盲/半文盲
370138532,370138,不适用,不适用
210712102,210712,210712,大学本科
230427102,230427,230427,文盲/半文盲
340003102,340003,340003,文盲/半文盲
440518102,440518,440518,文盲/半文盲
140850104,140850,140850,小学
420435102,420435,420435,大专
620135103,620135,620135,文盲/半文盲
210419101,210419,210419,小学
210205101,210205,210205,小学
140179103,140179,140179,高中/中专/技校/职高
210966102,102888,210966,初中
140658101,140658,140658,小学
410559101,410559,410559,初中
140659104,140659,140659,大专
340026102,340026,340026,初中
210964101,210964,210964,初中
440756101,440756,440756,小学
430223531,430223,不适用,不适用
211845501,211845,不适用,不适用
620031101,620031,620031,文盲/半文盲
312534102,312534,312534,小学
520405102,520405,520405,文盲/半文盲
620133102,620133,620133,文盲/半文盲
411108102,411108,411108,文盲/半文盲
621319102,621319,621319,文盲/半文盲
370258101,370258,370258,文盲/半文盲
360134101,360134,360134,小学
140662101,140662,140662,小学
211442102,211442,211442,初中
330313104,330313,330313,初中
370097101,370097,370097,小学
620165102,620165,620165,文盲/半文盲
140661531,140661,不适用,不适用
210700101,162053,210700,高中/中专/技校/职高
320289103,320289,320289,小学
140669101,140669,140669,初中
510859101,510859,510859,小学
210621101,210621,210621,文盲/半文盲
510798101,510798,510798,文盲/半文盲
440313501,440313,不适用,不适用
440456102,440456,440456,文盲/半文盲
430728101,430728,430728,初中
411436102,411436,411436,文盲/半文盲
211489101,211489,211489,文盲/半文盲
311441101,311441,311441,文盲/半文盲
530147101,530147,530147,文盲/半文盲
410919101,410919,410919,小学
140661532,140661,不适用,不适用
140584102,140584,140584,文盲/半文盲
441842103,441842,441842,不适用
411662105,411662,411662,高中/中专/技校/职高
530095101,530095,530095,初中
410914104,410914,410914,大专
510910102,510910,510910,文盲/半文盲
312538104,312538,312538,初中
410832101,410832,410832,文盲/半文盲
312523101,312523,312523,初中
510983101,510983,510983,文盲/半文盲
140173103,140173,140173,小学
140179101,140179,140179,小学
440947104,440947,440947,文盲/半文盲
430238101,430238,430238,初中
410815102,410815,410815,文盲/半文盲
620606102,720491,620606,不适用
510620102,510620,510620,文盲/半文盲
520462102,520462,520462,小学
530196101,530196,530196,初中
210855102,210855,210855,小学
620308102,620308,620308,文盲/半文盲
610200102,610200,610200,初中
220174101,220174,220174,大学本科
320195105,320195,320195,小学
411274101,411274,411274,高中/中专/技校/职高
140678101,140678,140678,文盲/半文盲
220090105,220090,220090,初中
610062102,610062,610062,文盲/半文盲
230239101,230239,230239,初中
430112101,430112,430112,大专
140660101,140660,140660,初中
310790102,310790,310790,文盲/半文盲
140186102,140186,140186,初中
621058101,621058,621058,文盲/半文盲
510658431,510658,510658,不适用
520509101,520509,520509,初中
311912101,311912,311912,文盲/半文盲
211587101,211587,211587,大专
410914106,410914,410914,初中
140166102,140166,140166,小学
430314102,430314,430314,初中
411244101,411244,411244,初中
620350103,620350,620350,初中
140147101,140147,140147,初中
211414102,211414,211414,小学
530270101,530270,530270,小学
130600102,130600,130600,文盲/半文盲
140168103,140168,140168,小学
370462101,370462,370462,小学
430605102,430605,430605,初中
140146106,140146,140146,高中/中专/技校/职高
370401102,370401,370401,初中
312359101,312359,312359,高中/中专/技校/职高
140364103,140364,140364,高中/中专/技校/职高
370363102,370363,370363,小学
410266101,410266,410266,文盲/半文盲
441862104,441862,441862,初中
410354101,410354,410354,文盲/半文盲
430719101,430719,430719,小学
140307102,140307,140307,高中/中专/技校/职高
450129101,450129,450129,文盲/半文盲
410952102,410952,410952,文盲/半文盲
370071103,370071,370071,不适用
192780501,192780,不适用,不适用
370536101,370536,370536,高中/中专/技校/职高
620155103,620155,620155,初中
621114101,621114,621114,初中
520468105,273649,520468,初中
210168103,210168,210168,小学
340142104,340142,340142,不适用
211292101,211292,211292,初中
610002102,610002,610002,文盲/半文盲
441668116,555093,555093,小学
410444101,410444,410444,文盲/半文盲
411577101,411577,411577,高中/中专/技校/职高
450138104,450138,450138,文盲/半文盲
370120102,370120,370120,初中
340072101,340072,340072,文盲/半文盲
312217103,106383,312217,文盲/半文盲
510795101,510795,510795,文盲/半文盲
410217101,410217,410217,小学
610147101,610147,610147,初中
441608102,441608,441608,初中
620991101,620991,620991,初中
140156102,140156,140156,高中/中专/技校/职高
410223101,410223,410223,初中
140148104,140148,140148,初中
140148103,140148,140148,初中
320115102,320115,320115,文盲/半文盲
140152531,140152,不适用,不适用
211112103,211112,211112,大学本科
210917102,210917,210917,不适用
500161101,500161,500161,小学
441258103,441258,441258,初中
130689102,130689,130689,文盲/半文盲
140147103,140147,140147,初中
410564102,410564,410564,不适用
370185102,370185,370185,文盲/半文盲
140147102,140147,140147,高中/中专/技校/职高
340377101,340377,340377,文盲/半文盲
210157103,210157,210157,小学
620629101,620629,620629,初中
530262102,530262,530262,小学
450296101,450296,450296,小学
210665101,210665,210665,文盲/半文盲
211413102,211413,211413,文盲/半文盲
410203101,410203,410203,高中/中专/技校/职高
411582105,411582,411582,小学
370594431,370594,370594,初中
510179101,510179,510179,文盲/半文盲
140168101,140168,140168,小学
410579101,410579,410579,小学
430336103,430336,430336,初中
441578101,441578,441578,文盲/半文盲
620506104,620506,620506,小学
320328104,320328,320328,小学
140336101,140336,140336,小学
140333104,140333,140333,小学
320022102,320022,320022,文盲/半文盲
130652101,130652,130652,小学
311899102,311899,311899,初中
430326102,430326,430326,初中
510275101,510275,510275,初中
312092103,185075,312092,初中
140645101,140645,140645,小学
211194103,211194,211194,小学
370217104,370217,370217,小学
211063101,211063,211063,高中/中专/技校/职高
441334101,441334,441334,小学
410763102,410763,410763,小学
410774431,410774,410774,初中
130918105,130918,130918,高中/中专/技校/职高
621295103,621295,621295,初中
440310104,440310,440310,初中
410338102,410338,410338,初中
520019102,520019,520019,小学
350009102,350009,350009,文盲/半文盲
420063102,420063,420063,文盲/半文盲
311468101,311468,311468,高中/中专/技校/职高
211891101,211891,211891,小学
211705102,211705,211705,小学
510963105,257600,946097,高中/中专/技校/职高
411148102,411148,411148,文盲/半文盲
210673102,210673,210673,初中
441218101,441218,441218,大学本科
410696101,410696,410696,文盲/半文盲
210664101,210664,210664,大专
510657106,510657,510657,文盲/半文盲
510498104,510498,510498,文盲/半文盲
140322101,140322,140322,初中
621482104,621482,621482,小学
620439101,620439,620439,初中
440747101,440747,440747,小学
430456101,430456,430456,文盲/半文盲
410880104,410880,410880,文盲/半文盲
210083102,210083,210083,文盲/半文盲
230541101,230541,230541,文盲/半文盲
621817106,621817,621817,文盲/半文盲
430046101,430046,430046,高中/中专/技校/职高
257092501,257092,不适用,不适用
210861531,210861,不适用,不适用
411037101,411037,411037,文盲/半文盲
450263105,450263,450263,不适用
370276101,370276,370276,初中
312321102,312321,312321,大学本科
130697101,130697,130697,小学
350195101,350195,350195,小学
130395102,130395,130395,初中
360236101,360236,360236,初中
410170101,410170,410170,初中
210470102,210470,210470,小学
110081102,110081,110081,初中
220005101,220005,220005,文盲/半文盲
411512431,411512,411512,文盲/半文盲
140383101,140383,140383,高中/中专/技校/职高
510910106,510910,510910,大学本科
621687103,621687,621687,初中
