pid,fid16,cfps_age,cfps_gender,qea0,qq301,qz202,cfps2016edu
360073103,360073,23,女,未婚,否,不适用,高中/中专/技校/职高
312399103,173999,38,男,在婚（有配偶）,是,不适用,初中
420491101,420491,56,女,未婚,否,不适用,高中/中专/技校/职高
430560109,284448,45,女,在婚（有配偶）,否,不适用,小学
520574103,148538,25,女,在婚（有配偶）,否,不适用,初中
510092103,510092,71,男,在婚（有配偶）,否,不适用,初中
441709102,441709,62,男,在婚（有配偶）,是,不适用,
620507101,620507,51,女,在婚（有配偶）,否,不适用,小学
620666101,620666,46,女,在婚（有配偶）,否,不适用,初中
411468103,411468,41,男,在婚（有配偶）,否,不适用,小学
520446103,520446,34,男,在婚（有配偶）,否,不适用,文盲/半文盲
620546101,166255,60,男,在婚（有配偶）,否,不适用,初中
440560104,111308,35,女,在婚（有配偶）,否,不适用,小学
340262104,167031,27,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
440431102,440431,67,女,在婚（有配偶）,,,文盲/半文盲
330112431,330112,89,男,丧偶,,,小学
330224103,330224,23,女,未婚,否,不适用,高中/中专/技校/职高
310835101,310835,58,女,丧偶,否,不适用,初中
310767101,310767,69,男,在婚（有配偶）,是,不适用,高中/中专/技校/职高
211920102,211920,27,女,在婚（有配偶）,否,不适用,小学
340314101,340314,50,男,在婚（有配偶）,否,不适用,小学
620773101,620773,43,女,在婚（有配偶）,否,不适用,大学本科
450361104,450361,19,女,未婚,否,不适用,小学
441874102,441874,46,女,在婚（有配偶）,否,不适用,小学
441691110,441691,39,女,在婚（有配偶）,否,不适用,小学
430322107,955383,28,女,在婚（有配偶）,否,不适用,初中
441719105,1630901,21,男,未婚,否,不适用,初中
311567103,156973,28,女,在婚（有配偶）,否,不适用,大学本科
210225103,221294,35,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
320385104,284346,51,女,在婚（有配偶）,否,不适用,初中
150767551,150767,33,男,在婚（有配偶）,否,不适用,初中
440519105,111278,25,男,未婚,否,不适用,大学本科
621209103,621209,36,男,在婚（有配偶）,否,不适用,文盲/半文盲
620773102,620773,45,男,在婚（有配偶）,是,不适用,大学本科
320156105,320156,23,男,未婚,否,不适用,
360139104,360139,20,男,在婚（有配偶）,否,不适用,小学
221294501,221294,34,女,在婚（有配偶）,否,不适用,大专
520279105,346160,36,男,在婚（有配偶）,否,不适用,大学本科
310907551,310907,29,女,在婚（有配偶）,否,不适用,大专
410124103,410124,34,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
520279101,346160,37,女,在婚（有配偶）,否,不适用,大学本科
149452551,149452,27,男,在婚（有配偶）,是,不适用,高中/中专/技校/职高
441505101,441505,78,男,在婚（有配偶）,否,不适用,小学
420089101,420089,41,男,在婚（有配偶）,否,不适用,大学本科
130516104,134712,28,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
360014103,360014,22,男,未婚,否,不适用,高中/中专/技校/职高
410175103,410175,59,女,在婚（有配偶）,否,不适用,文盲/半文盲
410426104,109508,27,女,未婚,否,不适用,大专
411220104,284405,49,女,在婚（有配偶）,否,不适用,文盲/半文盲
310365102,310365,54,男,在婚（有配偶）,是,不适用,高中/中专/技校/职高
340314104,124034,32,男,在婚（有配偶）,否,不适用,初中
430350431,284437,25,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
620156103,234252,17,男,未婚,否,不适用,初中
520453103,175011,37,男,在婚（有配偶）,是,不适用,小学
510611103,272911,28,男,在婚（有配偶）,否,不适用,大专
610013103,149002,27,男,在婚（有配偶）,否,不适用,
291898551,291898,25,男,在婚（有配偶）,否,不适用,初中
441870103,441870,27,男,未婚,否,不适用,小学
360201103,378775,27,女,未婚,是,不适用,高中/中专/技校/职高
130800103,443989,29,男,未婚,是,不适用,大专
132341501,132341,33,男,在婚（有配偶）,否,不适用,初中
210976101,210976,59,男,离婚,是,不适用,高中/中专/技校/职高
440988101,440988,55,女,在婚（有配偶）,否,不适用,
620575102,620575,43,女,在婚（有配偶）,否,不适用,小学
255183502,114614,38,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
511050101,511050,71,男,在婚（有配偶）,否,不适用,小学
620732103,620732,30,男,离婚,否,不适用,初中
360176102,360176,28,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
450153105,450153,21,男,未婚,否,不适用,初中
955383401,955383,29,男,丧偶,,,高中/中专/技校/职高
410668101,410668,47,男,在婚（有配偶）,是,不适用,大专
272911501,272911,28,女,在婚（有配偶）,否,不适用,大专
411404103,284412,32,男,在婚（有配偶）,否,不适用,
420385101,284427,26,男,未婚,否,不适用,大专
130046105,130046,39,男,在婚（有配偶）,否,不适用,初中
330112101,330112,53,男,在婚（有配偶）,否,不适用,初中
441239103,251738,26,男,未婚,否,不适用,大专
230039105,230039,81,女,丧偶,否,不适用,文盲/半文盲
621213103,284584,47,男,在婚（有配偶）,否,不适用,文盲/半文盲
620575101,620575,49,男,在婚（有配偶）,否,不适用,小学
621001103,621001,33,男,在婚（有配偶）,是,不适用,小学
311050101,311050,76,男,丧偶,是,不适用,初中
311521101,311521,36,男,在婚（有配偶）,否,不适用,大学本科
620159101,620159,25,女,未婚,否,不适用,大学本科
360331104,206294,37,男,在婚（有配偶）,否,不适用,小学
621861101,284607,45,男,在婚（有配偶）,否,不适用,初中
360124103,107648,32,男,在婚（有配偶）,否,不适用,小学
220007104,220007,23,女,未婚,否,不适用,大专
440512107,111272,23,女,在婚（有配偶）,否,不适用,小学
164858501,164858,34,男,在婚（有配偶）,否,不适用,大学本科
621849106,284605,39,男,在婚（有配偶）,否,不适用,初中
520202103,520202,26,男,在婚（有配偶）,否,不适用,初中
441656104,441656,22,男,未婚,否,不适用,高中/中专/技校/职高
140619101,140619,71,女,丧偶,否,不适用,文盲/半文盲
411101105,411101,32,男,在婚（有配偶）,否,不适用,小学
411173106,411173,25,男,未婚,否,不适用,初中
410315101,410315,55,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
410310103,207476,27,男,在婚（有配偶）,否,不适用,大学本科
288269501,288269,30,女,在婚（有配偶）,否,不适用,大学本科
230435101,230435,58,男,在婚（有配偶）,,,小学
211233105,103169,36,女,在婚（有配偶）,否,不适用,小学
620522106,620522,22,女,未婚,否,不适用,高中/中专/技校/职高
410319102,410319,52,男,离婚,,,初中
620761103,620761,28,男,在婚（有配偶）,否,不适用,小学
440723104,440723,23,女,未婚,否,不适用,高中/中专/技校/职高
410297103,410297,32,男,离婚,是,不适用,初中
411470101,411470,45,男,在婚（有配偶）,否,不适用,初中
430604104,430604,29,男,未婚,否,不适用,大学本科
410294102,410294,62,女,在婚（有配偶）,,,小学
410933104,393500,34,男,在婚（有配偶）,否,不适用,初中
310478102,310478,70,女,在婚（有配偶）,,,初中
210080103,284284,23,男,在婚（有配偶）,否,不适用,小学
430605101,430605,30,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
140598101,140598,65,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
520016104,520016,20,男,未婚,否,不适用,小学
520016103,520016,18,男,未婚,是,不适用,小学
621693104,621693,32,女,在婚（有配偶）,否,不适用,初中
531317431,531317,28,男,在婚（有配偶）,是,不适用,小学
430406103,430406,19,女,未婚,否,不适用,大专
213265551,213265,32,男,在婚（有配偶）,否,不适用,大专
441645105,441645,18,女,未婚,否,不适用,初中
530414104,530414,20,女,未婚,否,不适用,大专
294473501,294473,29,男,在婚（有配偶）,否,不适用,初中
284276551,284276,27,男,在婚（有配偶）,否,不适用,初中
520412105,520412,34,女,在婚（有配偶）,否,不适用,
410314551,410314,25,女,在婚（有配偶）,否,不适用,大专
210815104,210815,23,男,未婚,否,不适用,大学本科
620781102,620781,43,男,在婚（有配偶）,是,不适用,大专
621295103,621295,27,男,未婚,否,不适用,初中
410340101,410340,53,男,在婚（有配偶）,是,不适用,初中
621515102,621515,22,女,未婚,否,不适用,初中
450007103,450007,28,男,在婚（有配偶）,否,不适用,大学本科
621417101,621417,54,女,离婚,否,不适用,高中/中专/技校/职高
441644104,441644,21,女,未婚,否,不适用,初中
450285104,264819,24,女,离婚,是,不适用,
520012431,520012,76,男,在婚（有配偶）,,,初中
620538104,620538,24,女,未婚,否,不适用,高中/中专/技校/职高
140688103,284273,26,男,未婚,否,不适用,大专
620047105,620047,21,男,未婚,是,不适用,小学
441645101,441645,47,女,在婚（有配偶）,否,不适用,文盲/半文盲
440786101,440786,35,男,在婚（有配偶）,否,不适用,初中
420253102,420253,43,女,在婚（有配偶）,,,初中
450344103,252756,32,男,未婚,是,不适用,初中
140141102,140141,57,男,在婚（有配偶）,是,不适用,高中/中专/技校/职高
520187104,520187,25,男,未婚,否,不适用,大专
350184103,350184,33,男,在婚（有配偶）,否,不适用,初中
420253101,420253,44,男,在婚（有配偶）,否,不适用,初中
140137501,160758,31,女,在婚（有配偶）,否,不适用,大专
320052103,123274,30,女,在婚（有配偶）,否,不适用,大专
410350103,410350,18,女,未婚,否,不适用,初中
440856103,247296,23,女,在婚（有配偶）,否,不适用,初中
330297101,284356,53,女,丧偶,否,不适用,文盲/半文盲
520559102,520559,23,男,未婚,否,不适用,高中/中专/技校/职高
310478101,310478,73,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
420294101,420294,50,男,在婚（有配偶）,是,不适用,小学
620181102,294473,23,女,在婚（有配偶）,否,不适用,小学
520412104,520412,35,男,在婚（有配偶）,是,不适用,
330297102,284356,25,女,在婚（有配偶）,否,不适用,小学
410321101,410321,63,女,在婚（有配偶）,否,不适用,初中
500178101,500178,36,男,在婚（有配偶）,是,不适用,文盲/半文盲
441699109,264362,26,女,在婚（有配偶）,否,不适用,
440538103,211304,30,女,在婚（有配偶）,否,不适用,初中
140684104,284272,28,女,在婚（有配偶）,否,不适用,大专
621693103,621693,36,男,在婚（有配偶）,是,不适用,初中
410318102,410318,71,男,在婚（有配偶）,否,不适用,文盲/半文盲
520012102,520012,45,男,在婚（有配偶）,,,高中/中专/技校/职高
621700104,133554,25,女,未婚,否,不适用,大学本科
520012105,520012,23,女,未婚,否,不适用,高中/中专/技校/职高
360182103,360182,31,男,在婚（有配偶）,否,不适用,小学
210761104,102814,27,男,未婚,否,不适用,大专
450185105,237826,22,女,未婚,否,不适用,初中
410429105,410429,25,男,未婚,否,不适用,小学
411506101,411506,55,女,在婚（有配偶）,否,不适用,初中
411506102,411506,57,男,在婚（有配偶）,,,高中/中专/技校/职高
410680103,227952,29,女,未婚,否,不适用,大学本科
312220102,312220,26,男,未婚,否,不适用,大学本科
411491103,411491,26,女,离婚,否,不适用,小学
130673103,198969,24,女,在婚（有配偶）,否,不适用,初中
320052102,320052,53,女,在婚（有配偶）,否,不适用,初中
220050103,222957,35,男,未婚,否,不适用,大专
410419102,410419,37,男,在婚（有配偶）,是,不适用,初中
620319103,620319,21,男,未婚,否,不适用,大专
410318103,410318,31,男,在婚（有配偶）,否,不适用,大专
441635102,441635,39,男,在婚（有配偶）,否,不适用,文盲/半文盲
410314101,410314,50,男,在婚（有配偶）,否,不适用,小学
410297102,410297,63,男,在婚（有配偶）,是,不适用,高中/中专/技校/职高
211888103,201790,28,男,在婚（有配偶）,否,不适用,大学本科
410314105,410314,25,男,在婚（有配偶）,是,不适用,初中
410318501,410318,29,女,在婚（有配偶）,否,不适用,大专
410297101,410297,63,女,在婚（有配偶）,否,不适用,初中
411038107,411038,26,男,未婚,否,不适用,大学本科
410321102,410321,65,男,在婚（有配偶）,否,不适用,小学
410294101,410294,62,男,在婚（有配偶）,是,不适用,初中
410327102,410327,50,男,在婚（有配偶）,否,不适用,初中
140542104,284268,27,女,在婚（有配偶）,否,不适用,
411506103,411506,29,男,在婚（有配偶）,否,不适用,大专
440432104,440432,26,男,未婚,否,不适用,大学本科
440459501,440459,29,女,在婚（有配偶）,否,不适用,
310763101,310763,50,女,离婚,是,不适用,高中/中专/技校/职高
450268105,231836,24,女,在婚（有配偶）,否,不适用,大专
520012106,520012,21,男,未婚,否,不适用,高中/中专/技校/职高
620721105,620721,20,男,未婚,否,不适用,小学
360042103,226453,27,女,在婚（有配偶）,否,不适用,大专
520012103,520012,47,女,在婚（有配偶）,,,初中
410315501,410315,32,女,在婚（有配偶）,否,不适用,大学本科
420260103,420260,31,女,在婚（有配偶）,否,不适用,
411470102,411470,45,女,在婚（有配偶）,否,不适用,文盲/半文盲
210436103,201871,27,男,在婚（有配偶）,否,不适用,初中
411579103,411579,25,男,未婚,否,不适用,大学本科
410315102,410315,59,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
140793105,152879,23,女,在婚（有配偶）,否,不适用,初中
440723105,440723,21,女,未婚,否,不适用,高中/中专/技校/职高
440346104,210546,31,男,在婚（有配偶）,否,不适用,大学本科
411036104,411036,37,男,在婚（有配偶）,否,不适用,初中
411600103,288269,29,男,在婚（有配偶）,否,不适用,大学本科
230435103,230435,36,男,在婚（有配偶）,否,不适用,
450003532,450003,51,男,在婚（有配偶）,是,不适用,小学
410319105,176379,29,女,在婚（有配偶）,否,不适用,大学本科
450185106,153941,20,女,在婚（有配偶）,否,不适用,初中
440983104,440983,36,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
410969104,109336,31,女,在婚（有配偶）,否,不适用,初中
350170105,350170,31,女,在婚（有配偶）,否,不适用,大专
198969551,198969,22,男,在婚（有配偶）,否,不适用,初中
620721103,620721,40,男,在婚（有配偶）,否,不适用,初中
410717103,410717,56,男,在婚（有配偶）,,,初中
441570104,213952,23,男,未婚,否,不适用,小学
441626103,441626,21,男,未婚,否,不适用,初中
410835101,410835,34,男,在婚（有配偶）,是,不适用,初中
520412102,520412,60,女,在婚（有配偶）,否,不适用,文盲/半文盲
410314552,410314,21,女,在婚（有配偶）,否,不适用,初中
411506551,411506,25,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
500256102,500256,39,男,在婚（有配偶）,是,不适用,初中
440590105,162302,23,女,在婚（有配偶）,否,不适用,
410327101,410327,52,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
411437103,229591,27,女,在婚（有配偶）,否,不适用,初中
441645102,441645,44,男,在婚（有配偶）,否,不适用,初中
410314104,410314,27,男,在婚（有配偶）,否,不适用,大学本科
350170104,350170,28,男,在婚（有配偶）,否,不适用,初中
211233103,103169,38,男,在婚（有配偶）,否,不适用,小学
340093103,340093,23,男,未婚,是,不适用,初中
441656103,441656,26,男,同居,否,不适用,初中
210638104,102730,29,男,在婚（有配偶）,否,不适用,大专
140137103,160758,32,男,在婚（有配偶）,否,不适用,初中
620350103,620350,25,男,未婚,否,不适用,初中
441656105,441656,27,女,未婚,否,不适用,小学
360098102,360098,46,女,在婚（有配偶）,否,不适用,小学
411573104,411573,25,男,未婚,否,不适用,初中
620163101,284276,23,女,在婚（有配偶）,否,不适用,初中
440757103,440757,24,女,未婚,否,不适用,初中
410350101,410350,48,男,在婚（有配偶）,是,不适用,小学
500157103,500157,29,男,在婚（有配偶）,否,不适用,初中
621296103,621296,34,男,在婚（有配偶）,否,不适用,初中
440560106,213265,29,女,在婚（有配偶）,否,不适用,大专
430249431,145076,27,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
140684103,2842721,29,女,未婚,否,不适用,大学本科
360093103,360093,48,男,在婚（有配偶）,否,不适用,小学
450003531,450003,53,男,在婚（有配偶）,是,不适用,文盲/半文盲
430725104,430725,21,男,未婚,否,不适用,初中
620581103,620581,26,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
530201105,284541,69,男,离婚,,,文盲/半文盲
410318101,410318,66,女,在婚（有配偶）,否,不适用,小学
520098104,520098,26,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
360078106,360078,37,女,在婚（有配偶）,否,不适用,文盲/半文盲
520098101,520098,50,男,在婚（有配偶）,否,不适用,小学
441640103,441640,18,男,未婚,否,不适用,初中
500256101,500256,43,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
530201103,284541,72,男,在婚（有配偶）,否,不适用,文盲/半文盲
140598102,140598,61,男,在婚（有配偶）,是,不适用,初中
520016102,520016,40,女,在婚（有配偶）,否,不适用,文盲/半文盲
410333104,410333,21,女,未婚,否,不适用,大专
320052101,320052,53,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
441915103,441915,28,男,在婚（有配偶）,否,不适用,初中
520441103,520441,34,男,丧偶,是,不适用,初中
442007101,442007,23,女,未婚,否,不适用,高中/中专/技校/职高
430314103,430314,33,男,在婚（有配偶）,否,不适用,初中
520412103,520412,40,男,未婚,否,不适用,小学
350178101,350178,36,女,在婚（有配偶）,否,不适用,小学
211642103,211642,22,女,未婚,否,不适用,高中/中专/技校/职高
147224551,147224,40,男,在婚（有配偶）,是,不适用,大专
410319103,410319,23,男,未婚,否,不适用,高中/中专/技校/职高
230391103,205098,25,男,未婚,否,不适用,大专
360339105,360339,29,女,在婚（有配偶）,否,不适用,初中
140619103,140619,25,女,在婚（有配偶）,否,不适用,
520016101,520016,39,男,在婚（有配偶）,否,不适用,文盲/半文盲
410430104,227740,20,男,未婚,否,不适用,小学
410501103,410501,38,男,离婚,否,不适用,高中/中专/技校/职高
201871431,201871,26,女,在婚（有配偶）,否,不适用,初中
621296104,621296,30,女,在婚（有配偶）,否,不适用,初中
230435102,230435,58,女,在婚（有配偶）,,,小学
311143103,203689,30,女,在婚（有配偶）,否,不适用,大学本科
500391103,500391,22,女,未婚,否,不适用,高中/中专/技校/职高
440352105,440352,23,男,在婚（有配偶）,否,不适用,初中
620699103,620699,43,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
410933105,393500,35,女,在婚（有配偶）,否,不适用,小学
620269103,620269,37,男,在婚（有配偶）,否,不适用,文盲/半文盲
411575104,411575,17,女,未婚,否,不适用,初中
500256104,147224,32,女,在婚（有配偶）,否,不适用,
620553106,620553,25,男,在婚（有配偶）,否,不适用,初中
410333101,410333,51,女,在婚（有配偶）,否,不适用,初中
230552102,230552,32,男,未婚,否,不适用,初中
440856104,440856,21,男,未婚,是,不适用,小学
410319106,410319,29,女,在婚（有配偶）,否,不适用,硕士
440404104,145642,25,男,未婚,否,不适用,大学本科
203689501,203689,30,男,在婚（有配偶）,否,不适用,大学本科
410338103,410338,24,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
140141101,140141,55,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
620699104,620699,16,男,未婚,否,不适用,初中
360339104,360339,30,男,在婚（有配偶）,否,不适用,大专
621042104,621042,30,女,未婚,否,不适用,高中/中专/技校/职高
620563101,217262,39,男,在婚（有配偶）,否,不适用,文盲/半文盲
620416103,620416,34,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
620281104,620281,22,女,在婚（有配偶）,否,不适用,初中
130482103,179444,29,女,在婚（有配偶）,否,不适用,大专
620545101,620545,34,男,在婚（有配偶）,否,不适用,小学
130281104,168196,27,女,在婚（有配偶）,否,不适用,大学本科
132892551,132892,25,男,在婚（有配偶）,否,不适用,初中
211339103,211339,19,女,未婚,否,不适用,大专
130550431,278085,28,女,在婚（有配偶）,否,不适用,初中
510091101,510091,44,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
411773103,411773,29,男,在婚（有配偶）,否,不适用,大专
210078103,153418,26,男,在婚（有配偶）,否,不适用,初中
620416104,620416,33,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
420430102,420430,55,女,在婚（有配偶）,否,不适用,
120090103,218990,27,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
510364102,510364,54,女,在婚（有配偶）,否,不适用,
430541104,171214,34,女,在婚（有配偶）,否,不适用,初中
179444503,179444,31,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
411773102,411773,53,男,在婚（有配偶）,否,不适用,小学
411046103,126104,29,男,未婚,否,不适用,高中/中专/技校/职高
140520103,140520,22,男,未婚,否,不适用,小学
130760102,130760,80,男,在婚（有配偶）,,,小学
450100102,450100,47,男,在婚（有配偶）,是,不适用,初中
420365102,420365,20,男,未婚,否,不适用,高中/中专/技校/职高
621509101,621509,55,男,在婚（有配偶）,否,不适用,文盲/半文盲
440587104,195327,39,女,在婚（有配偶）,否,不适用,初中
411752104,411752,21,男,未婚,否,不适用,初中
510364103,510364,33,男,未婚,,,
667172431,667172,36,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
411779105,411779,23,女,未婚,否,不适用,初中
621054102,621054,43,男,在婚（有配偶）,否,不适用,初中
510313102,510313,52,女,在婚（有配偶）,否,不适用,初中
411779101,411779,46,女,在婚（有配偶）,否,不适用,小学
310924101,310924,57,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
441614105,441614,22,女,未婚,否,不适用,初中
500229102,500229,43,女,在婚（有配偶）,否,不适用,文盲/半文盲
440579110,162292,42,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
130760103,130760,79,女,在婚（有配偶）,,,文盲/半文盲
621003104,241704,28,女,在婚（有配偶）,否,不适用,
621520103,621520,32,男,在婚（有配偶）,否,不适用,文盲/半文盲
621068104,217680,32,女,在婚（有配偶）,否,不适用,文盲/半文盲
510946103,510946,29,男,在婚（有配偶）,是,不适用,大学本科
500237103,343854,28,女,在婚（有配偶）,否,不适用,
411546102,411546,51,女,在婚（有配偶）,否,不适用,文盲/半文盲
620903103,132892,29,女,在婚（有配偶）,否,不适用,初中
510091431,510091,71,男,丧偶,,,小学
520366103,520366,19,女,未婚,否,不适用,初中
330168101,330168,55,男,在婚（有配偶）,是,不适用,
284524552,284524,54,男,在婚（有配偶）,否,不适用,
330087103,330087,24,女,未婚,否,不适用,高中/中专/技校/职高
440927103,162540,31,女,在婚（有配偶）,否,不适用,初中
411779102,411779,46,男,在婚（有配偶）,是,不适用,
500145103,163661,43,男,未婚,否,不适用,文盲/半文盲
330110101,330110,62,男,在婚（有配偶）,否,不适用,小学
440425103,440425,38,男,在婚（有配偶）,是,不适用,高中/中专/技校/职高
520315101,520315,56,男,在婚（有配偶）,否,不适用,初中
420365101,420365,50,女,丧偶,否,不适用,文盲/半文盲
620949104,620949,19,女,未婚,否,不适用,小学
610009101,610009,36,男,在婚（有配偶）,否,不适用,小学
510364104,510364,30,男,在婚（有配偶）,,,
410784103,410784,29,男,在婚（有配偶）,否,不适用,
360293104,175394,37,男,在婚（有配偶）,是,不适用,高中/中专/技校/职高
340343103,340343,29,男,未婚,否,不适用,大专
621509104,621509,49,女,在婚（有配偶）,,,小学
441520104,441520,34,女,在婚（有配偶）,否,不适用,
440627103,178846,27,男,未婚,否,不适用,初中
520280101,520280,31,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
620996103,620996,52,男,离婚,是,不适用,初中
130858104,168642,34,女,在婚（有配偶）,否,不适用,初中
411035104,411035,35,男,在婚（有配偶）,是,不适用,小学
360121103,227125,30,男,在婚（有配偶）,否,不适用,初中
440976103,440976,27,男,未婚,否,不适用,大学本科
440594104,270455,20,女,未婚,否,不适用,
520069105,284522,34,女,未婚,,,
440646102,270513,39,男,在婚（有配偶）,否,不适用,初中
420322102,420322,44,男,在婚（有配偶）,否,不适用,文盲/半文盲
130550103,278085,29,男,在婚（有配偶）,否,不适用,初中
411776102,411776,46,男,在婚（有配偶）,,,大专
411877103,411877,22,男,未婚,,,高中/中专/技校/职高
441520101,146426,61,男,在婚（有配偶）,否,不适用,初中
411419107,193797,25,男,在婚（有配偶）,是,不适用,小学
610063106,287926,53,女,在婚（有配偶）,否,不适用,大专
218990501,218990,30,男,在婚（有配偶）,否,不适用,大专
411879103,411879,26,女,未婚,否,不适用,硕士
440552104,191136,29,女,在婚（有配偶）,否,不适用,小学
420430103,420430,32,女,未婚,否,不适用,大学本科
420425101,420425,38,女,在婚（有配偶）,否,不适用,
430712106,111921,37,女,在婚（有配偶）,否,不适用,大学本科
420430101,420430,60,男,在婚（有配偶）,是,不适用,小学
621516104,621516,46,男,在婚（有配偶）,是,不适用,小学
411440103,189285,33,女,在婚（有配偶）,否,不适用,文盲/半文盲
420389102,420389,49,男,在婚（有配偶）,否,不适用,小学
215815501,215815,34,男,在婚（有配偶）,否,不适用,大学本科
440667101,440667,57,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
411773101,411773,53,女,在婚（有配偶）,否,不适用,小学
610009102,610009,36,女,在婚（有配偶）,否,不适用,初中
620545104,620545,34,女,在婚（有配偶）,否,不适用,文盲/半文盲
520211104,520211,32,男,在婚（有配偶）,是,不适用,
440621103,178841,31,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
330154101,330154,42,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
510091102,510091,42,女,在婚（有配偶）,否,不适用,初中
441267106,146254,42,女,在婚（有配偶）,是,不适用,高中/中专/技校/职高
510364101,510364,59,男,在婚（有配偶）,是,不适用,
450348104,450348,32,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
411782101,411782,59,男,在婚（有配偶）,是,不适用,高中/中专/技校/职高
620749102,620749,43,男,在婚（有配偶）,否,不适用,
420398101,420398,49,男,离婚,是,不适用,
430340103,430340,31,男,在婚（有配偶）,否,不适用,初中
440620103,152588,31,女,在婚（有配偶）,否,不适用,初中
520328103,520328,44,男,未婚,是,不适用,
510091103,510091,19,男,未婚,否,不适用,大专
168196551,168196,25,男,在婚（有配偶）,否,不适用,大学本科
620561103,620561,38,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
520047105,520047,21,男,未婚,否,不适用,高中/中专/技校/职高
130682104,160349,29,男,在婚（有配偶）,否,不适用,小学
140103104,140103,23,男,未婚,否,不适用,初中
520315102,520315,50,女,在婚（有配偶）,否,不适用,
610038103,686595,36,男,在婚（有配偶）,否,不适用,小学
220155103,220155,25,男,未婚,否,不适用,高中/中专/技校/职高
530286104,530286,16,男,未婚,否,不适用,初中
520543102,520543,52,男,在婚（有配偶）,否,不适用,小学
210852105,210852,70,女,丧偶,,,文盲/半文盲
411879101,411879,50,男,在婚（有配偶）,否,不适用,大学本科
520543103,520543,31,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
520073107,284524,38,女,在婚（有配偶）,否,不适用,
330181102,330181,26,男,未婚,否,不适用,大专
530286102,530286,39,女,在婚（有配偶）,否,不适用,初中
620873103,667172,31,女,在婚（有配偶）,否,不适用,大学本科
152588502,152588,31,男,在婚（有配偶）,是,不适用,
610063103,282246,54,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
621509103,621509,74,女,丧偶,,,文盲/半文盲
621863101,621863,52,男,离婚,否,不适用,小学
411110104,110324,33,男,在婚（有配偶）,是,不适用,小学
450262105,450262,24,男,未婚,否,不适用,文盲/半文盲
140642103,140642,23,男,未婚,否,不适用,大学本科
350002102,205769,44,女,在婚（有配偶）,否,不适用,文盲/半文盲
500229101,500229,45,男,在婚（有配偶）,是,不适用,
211779103,211779,21,男,未婚,否,不适用,高中/中专/技校/职高
440667103,440667,31,男,在婚（有配偶）,否,不适用,
441714107,192139,16,女,未婚,,,初中
440646103,270513,40,女,在婚（有配偶）,否,不适用,
440927105,440927,27,女,未婚,否,不适用,高中/中专/技校/职高
520280104,520280,32,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
610044103,215815,31,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
130280101,130280,45,男,在婚（有配偶）,否,不适用,小学
441714104,192139,22,女,未婚,否,不适用,小学
610038104,686595,35,女,在婚（有配偶）,否,不适用,小学
621579104,235422,34,女,在婚（有配偶）,否,不适用,小学
420430105,420430,30,男,在婚（有配偶）,否,不适用,大学本科
130642105,130642,18,女,未婚,否,不适用,高中/中专/技校/职高
310924102,310924,58,男,在婚（有配偶）,否,不适用,大专
411440106,208575,30,男,在婚（有配偶）,否,不适用,小学
450260102,450260,46,男,在婚（有配偶）,否,不适用,小学
193797551,193797,26,女,在婚（有配偶）,否,不适用,初中
