pid,fid18,age,gender_update,qea0,qq301,kz202,cfps2018edu
130598102,130598,64,女,在婚（有配偶）,是,5,初中
130599101,130599,72,男,在婚（有配偶）,否,5,文盲/半文盲
130599102,130599,72,女,在婚（有配偶）,否,4,小学
130600101,130600,74,男,在婚（有配偶）,否,4,初中
130600102,130600,69,女,在婚（有配偶）,否,3,文盲/半文盲
130600103,130600,48,,,,,文盲/半文盲
130601101,130601,47,男,在婚（有配偶）,否,6,文盲/半文盲
130601102,130601,49,女,在婚（有配偶）,是,4,初中
130601104,130601,16,女,未婚,否,7,初中
130602101,130602,47,男,在婚（有配偶）,否,不适用,大专
130602102,130602,44,女,在婚（有配偶）,否,不适用,初中
130602103,130602,22,女,未婚,否,不适用,大学本科
130602104,130602,14,男,没有有效数据,否,不适用,初中
130603101,130603,64,男,在婚（有配偶）,否,6,高中/中专/技校/职高
130603102,130603,62,女,在婚（有配偶）,否,4,小学
130603204,130603,35,男,在婚（有配偶）,否,7,大专
130605101,130605,52,男,在婚（有配偶）,是,4,高中/中专/技校/职高
130605102,130605,51,女,在婚（有配偶）,否,4,文盲/半文盲
130605103,574765,28,男,在婚（有配偶）,否,不适用,大学本科
130605104,130605,27,女,未婚,否,不适用,硕士
130606101,130606,64,男,在婚（有配偶）,否,5,高中/中专/技校/职高
130606102,130606,64,女,在婚（有配偶）,否,4,文盲/半文盲
130606103,473437,38,男,在婚（有配偶）,否,5,初中
130606104,276020,31,男,在婚（有配偶）,是,不适用,小学
130606105,473437,37,女,在婚（有配偶）,否,5,大专
130606106,473437,10,男,没有有效数据,否,6,文盲/半文盲
130607102,130607,65,女,丧偶,否,4,文盲/半文盲
130608101,130608,49,男,在婚（有配偶）,否,5,初中
130608102,130608,49,女,在婚（有配偶）,否,7,小学
130609101,130609,67,男,在婚（有配偶）,否,3,小学
130609102,130609,65,女,在婚（有配偶）,否,1,文盲/半文盲
130609103,130609,40,男,离婚,否,4,初中
130609104,130609,15,女,没有有效数据,否,4,初中
130610102,130610,54,女,在婚（有配偶）,否,4,小学
130611101,130611,69,男,在婚（有配偶）,否,3,文盲/半文盲
130611102,130611,67,女,在婚（有配偶）,否,3,文盲/半文盲
130612101,130612,62,男,在婚（有配偶）,是,3,小学
130612102,130612,63,女,在婚（有配偶）,否,3,文盲/半文盲
130612103,130612,37,,,,,初中
130612104,574772,30,男,未婚,否,不适用,初中
130613101,130613,73,男,未婚,否,3,文盲/半文盲
130614101,130614,66,女,在婚（有配偶）,否,1,文盲/半文盲
130614102,130614,69,男,在婚（有配偶）,是,3,初中
130616101,130616,57,男,在婚（有配偶）,否,4,小学
130616202,130616,59,女,在婚（有配偶）,否,3,文盲/半文盲
130617101,130617,56,男,在婚（有配偶）,否,3,初中
130617102,130617,57,男,在婚（有配偶）,否,不适用,小学
130617104,130617,88,女,丧偶,否,3,文盲/半文盲
130617105,648511,28,女,在婚（有配偶）,否,不适用,大专
130617106,130617,24,女,未婚,否,不适用,大学本科
130618101,130618,52,女,在婚（有配偶）,否,4,初中
130618104,239630,29,女,在婚（有配偶）,否,不适用,大专
130618106,630540,28,女,在婚（有配偶）,否,不适用,初中
130619101,130619,50,男,在婚（有配偶）,否,不适用,初中
130619102,130619,50,女,在婚（有配偶）,否,6,文盲/半文盲
130619103,130619,27,男,在婚（有配偶）,否,7,初中
130619104,130619,80,男,丧偶,否,不适用,文盲/半文盲
130619602,130619,22,女,在婚（有配偶）,否,7,初中
130620101,130620,74,男,在婚（有配偶）,否,1,小学
130620102,130620,71,女,在婚（有配偶）,否,4,文盲/半文盲
130620103,538839,42,,,,,初中
130620104,538839,43,,,,,初中
130620105,538839,22,,,,,初中
130620106,538839,13,,,,,文盲/半文盲
130620501,538839,23,,,,,初中
130621101,130621,66,男,在婚（有配偶）,否,2,文盲/半文盲
130621102,130621,69,女,在婚（有配偶）,否,1,小学
130622101,130622,48,男,在婚（有配偶）,否,不适用,小学
130622102,130622,48,女,在婚（有配偶）,否,不适用,文盲/半文盲
130622103,130622,23,男,未婚,否,不适用,高中/中专/技校/职高
130622104,130622,14,女,没有有效数据,否,不适用,小学
130624102,130624,72,女,丧偶,否,4,文盲/半文盲
130629101,130629,61,男,在婚（有配偶）,否,4,初中
130629102,130629,52,女,在婚（有配偶）,否,不适用,初中
130629103,538846,25,男,未婚,否,不适用,高中/中专/技校/职高
130629104,130629,29,,,,,大专
130630101,130630,51,女,在婚（有配偶）,否,3,初中
130630102,130630,50,男,在婚（有配偶）,否,不适用,小学
130630103,100879,28,男,在婚（有配偶）,否,不适用,初中
130630104,134811,26,男,未婚,不适用,不适用,初中
130630551,100879,25,,,,,初中
130632101,130632,66,男,在婚（有配偶）,是,不适用,文盲/半文盲
130632102,130632,65,女,在婚（有配偶）,否,3,文盲/半文盲
130633101,130633,60,女,在婚（有配偶）,否,4,文盲/半文盲
130633102,130633,61,男,在婚（有配偶）,是,4,高中/中专/技校/职高
130633103,179613,31,男,在婚（有配偶）,否,不适用,初中
130633104,179613,29,女,在婚（有配偶）,否,不适用,小学
130634101,130634,76,男,在婚（有配偶）,否,3,小学
130635101,130635,65,女,在婚（有配偶）,否,不适用,文盲/半文盲
130635102,130635,65,男,在婚（有配偶）,否,不适用,小学
130635105,1796151,18,女,未婚,否,不适用,高中/中专/技校/职高
130635106,1796151,10,男,没有有效数据,否,不适用,文盲/半文盲
130635107,1796152,32,男,在婚（有配偶）,否,不适用,初中
130636101,130636,46,女,在婚（有配偶）,否,3,文盲/半文盲
130636105,130636,14,男,没有有效数据,否,4,小学
130638101,130638,59,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
130638102,130638,58,女,在婚（有配偶）,否,不适用,文盲/半文盲
130639101,130639,60,男,在婚（有配偶）,是,2,高中/中专/技校/职高
130639102,130639,63,女,在婚（有配偶）,否,2,初中
130639103,130639,37,男,在婚（有配偶）,是,不适用,初中
130639104,130639,39,女,在婚（有配偶）,否,不适用,初中
130639105,130639,16,女,未婚,否,不适用,初中
130640101,130640,54,男,在婚（有配偶）,否,3,初中
130640102,130640,56,女,在婚（有配偶）,否,不适用,初中
130640431,130640,33,,,,,初中
130642101,130642,50,男,在婚（有配偶）,否,2,文盲/半文盲
130642102,130642,76,,,,,文盲/半文盲
130642103,130642,50,女,在婚（有配偶）,否,3,文盲/半文盲
130642105,130642,19,女,未婚,否,2,大专
130643101,130643,69,男,在婚（有配偶）,是,2,文盲/半文盲
130643102,130643,68,女,在婚（有配偶）,否,2,小学
130643103,130643,50,女,在婚（有配偶）,否,4,小学
130643104,130643,47,男,在婚（有配偶）,否,4,小学
130644101,130644,52,男,在婚（有配偶）,否,2,初中
130644102,130644,82,,,,,文盲/半文盲
130644103,130644,51,女,在婚（有配偶）,否,2,初中
130644104,198944,28,女,在婚（有配偶）,否,不适用,大专
130644105,219453,26,女,未婚,否,不适用,大专
130645101,120269,62,女,在婚（有配偶）,否,2,小学
130645102,130645,61,男,在婚（有配偶）,否,2,初中
130646101,130646,46,女,在婚（有配偶）,否,1,初中
130646102,130646,48,男,在婚（有配偶）,是,不适用,小学
130646103,130646,22,女,未婚,否,4,大学本科
130646104,130646,16,女,未婚,否,1,初中
130649101,130649,74,男,在婚（有配偶）,否,2,高中/中专/技校/职高
130649102,130649,71,女,在婚（有配偶）,否,1,初中
130649103,117517,51,男,在婚（有配偶）,是,不适用,初中
130649104,117517,52,女,在婚（有配偶）,否,不适用,小学
130649105,117517,27,男,在婚（有配偶）,否,不适用,初中
130649106,201503,26,女,在婚（有配偶）,否,不适用,硕士
130650101,130650,66,男,在婚（有配偶）,否,2,文盲/半文盲
130650102,130650,66,女,在婚（有配偶）,否,2,初中
130651101,130651,61,男,在婚（有配偶）,否,2,高中/中专/技校/职高
130651102,130651,62,女,在婚（有配偶）,否,2,小学
130652101,130652,68,男,离婚,否,2,小学
130653101,130653,46,男,在婚（有配偶）,否,2,初中
130653102,130653,48,女,在婚（有配偶）,否,2,小学
130653103,130653,23,男,未婚,否,不适用,高中/中专/技校/职高
130654101,130654,76,男,在婚（有配偶）,否,2,小学
130654102,130654,73,女,在婚（有配偶）,否,3,小学
130654103,140974,47,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
130654104,140974,44,女,在婚（有配偶）,否,不适用,初中
130655101,130655,40,男,在婚（有配偶）,否,4,初中
130655102,151989,38,女,在婚（有配偶）,否,不适用,初中
130655103,130655,17,男,未婚,是,不适用,高中/中专/技校/职高
130656101,130656,52,男,在婚（有配偶）,否,2,文盲/半文盲
130656102,130656,54,女,在婚（有配偶）,否,1,文盲/半文盲
130656103,130656,31,女,在婚（有配偶）,否,1,初中
130657101,119227,44,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
130657103,119227,45,男,在婚（有配偶）,是,不适用,大专
130657104,119227,20,男,未婚,否,不适用,高中/中专/技校/职高
130658101,130658,51,男,在婚（有配偶）,否,2,高中/中专/技校/职高
130658102,130658,51,女,在婚（有配偶）,否,2,文盲/半文盲
130658103,185001,27,女,在婚（有配偶）,否,不适用,大专
130658104,130658,20,女,未婚,否,不适用,高中/中专/技校/职高
130659102,130659,68,女,丧偶,否,2,小学
130659103,130659,43,男,未婚,否,2,文盲/半文盲
130660101,130660,53,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
130660102,130660,55,女,在婚（有配偶）,否,3,高中/中专/技校/职高
130660551,130660,30,,,,,大学本科
130660581,130660,30,,,,,硕士
130661101,130661,62,男,在婚（有配偶）,否,2,高中/中专/技校/职高
130661102,130661,64,女,在婚（有配偶）,否,2,初中
130662101,130662,46,男,在婚（有配偶）,否,4,初中
130662102,130662,47,女,在婚（有配偶）,否,2,小学
130662103,130662,20,女,未婚,否,不适用,高中/中专/技校/职高
130664101,130664,71,男,未婚,否,2,文盲/半文盲
130664102,130664,49,男,在婚（有配偶）,否,2,小学
130664103,130664,50,女,在婚（有配偶）,否,2,小学
130664104,140983,21,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
130664105,130664,19,,,,,
130666101,130666,66,女,在婚（有配偶）,否,2,文盲/半文盲
130666102,130666,72,男,在婚（有配偶）,否,2,小学
130670101,130670,66,男,在婚（有配偶）,是,4,文盲/半文盲
130670102,130670,62,女,在婚（有配偶）,否,2,文盲/半文盲
130671101,130671,54,男,在婚（有配偶）,是,6,高中/中专/技校/职高
130671102,130671,52,女,在婚（有配偶）,否,1,小学
130671103,630582,28,男,在婚（有配偶）,不适用,不适用,小学
130671104,219474,25,女,在婚（有配偶）,否,不适用,初中
130671501,630582,27,,,,,初中
130672101,236813,50,女,在婚（有配偶）,否,不适用,初中
130672102,236813,49,男,在婚（有配偶）,否,不适用,小学
130672103,236813,25,女,在婚（有配偶）,否,不适用,大专
130672104,236813,15,女,没有有效数据,否,不适用,初中
130673101,130673,43,女,在婚（有配偶）,否,3,初中
130673102,130673,50,男,在婚（有配偶）,否,2,初中
130673103,198969,25,女,在婚（有配偶）,否,不适用,初中
130673104,130673,14,男,没有有效数据,否,3,小学
130674101,130674,65,女,在婚（有配偶）,否,4,小学
130674102,130674,64,男,在婚（有配偶）,否,4,高中/中专/技校/职高
130674103,130674,28,男,在婚（有配偶）,不适用,不适用,小学
130676101,130676,45,女,在婚（有配偶）,否,不适用,小学
130676102,130676,43,男,在婚（有配偶）,是,不适用,小学
130676103,130676,19,,,,,大专
130676104,130676,13,男,没有有效数据,否,不适用,小学
130677101,130677,69,女,在婚（有配偶）,否,4,文盲/半文盲
130677102,130677,70,男,在婚（有配偶）,否,4,小学
130678101,130678,55,女,在婚（有配偶）,否,3,初中
130678102,130678,63,男,在婚（有配偶）,否,7,高中/中专/技校/职高
130678103,160344,28,女,在婚（有配偶）,否,不适用,初中
130678104,236818,26,男,未婚,否,不适用,高中/中专/技校/职高
130679101,130679,61,男,在婚（有配偶）,否,2,初中
130679102,130679,55,女,在婚（有配偶）,否,4,小学
130681101,130681,62,男,在婚（有配偶）,否,4,初中
130681102,130681,54,女,在婚（有配偶）,否,4,文盲/半文盲
130681104,186255,26,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
130681551,130681,26,女,离婚,否,不适用,初中
130682101,130682,56,男,在婚（有配偶）,否,1,初中
130682102,130682,55,女,在婚（有配偶）,否,1,小学
130682103,130682,32,,,,,文盲/半文盲
130682104,160349,30,男,在婚（有配偶）,是,不适用,小学
130682105,130682,28,,,,,文盲/半文盲
130683101,130683,74,女,丧偶,否,3,小学
130686101,130686,69,男,在婚（有配偶）,否,3,小学
130686102,130686,53,女,在婚（有配偶）,否,3,小学
130686103,130686,27,,,,,初中
130686104,179663,29,女,在婚（有配偶）,否,1,初中
130687101,130687,73,男,丧偶,否,3,文盲/半文盲
130688101,130688,80,男,未婚,否,4,文盲/半文盲
130689101,130689,69,男,在婚（有配偶）,是,3,小学
130689102,130689,51,女,在婚（有配偶）,否,4,文盲/半文盲
130693101,130693,36,女,在婚（有配偶）,否,7,小学
130693102,130693,35,男,在婚（有配偶）,否,7,小学
130693103,130693,13,男,没有有效数据,否,7,小学
130694101,130694,48,男,在婚（有配偶）,否,6,小学
130694102,130694,52,女,在婚（有配偶）,否,6,小学
130694103,130694,28,女,在婚（有配偶）,否,7,初中
130694104,130694,24,女,未婚,否,7,大学本科
130694431,130694,30,男,在婚（有配偶）,否,7,高中/中专/技校/职高
130695101,130695,66,女,在婚（有配偶）,否,7,文盲/半文盲
130695102,130695,64,男,在婚（有配偶）,否,7,初中
130695103,666542,13,,,,,小学
130697101,130697,36,男,在婚（有配偶）,是,7,小学
130697102,130697,36,女,在婚（有配偶）,否,7,高中/中专/技校/职高
130697103,130697,63,女,在婚（有配偶）,否,6,文盲/半文盲
130697105,130697,13,女,没有有效数据,否,7,小学
130697431,130697,53,男,在婚（有配偶）,否,6,文盲/半文盲
130698102,130698,51,男,在婚（有配偶）,否,不适用,小学
130698104,130698,27,女,未婚,否,6,大学本科
130699101,130699,43,男,在婚（有配偶）,是,6,初中
130699102,130699,46,女,在婚（有配偶）,否,6,初中
130699103,130699,22,男,未婚,不适用,不适用,大专
130699104,574841,18,女,在婚（有配偶）,否,6,初中
130700101,130700,54,男,在婚（有配偶）,否,6,小学
130700102,130700,56,女,在婚（有配偶）,否,5,初中
130700103,130700,33,女,在婚（有配偶）,否,5,初中
130700104,130700,33,男,在婚（有配偶）,否,不适用,初中
130700106,130700,11,女,没有有效数据,否,7,文盲/半文盲
130701101,130701,66,男,在婚（有配偶）,否,4,文盲/半文盲
130703101,198996,60,男,在婚（有配偶）,是,3,高中/中专/技校/职高
130703103,198996,62,女,在婚（有配偶）,否,5,文盲/半文盲
130703104,198996,35,男,在婚（有配偶）,否,6,初中
130703105,198996,33,女,在婚（有配偶）,否,7,初中
130703106,198996,11,女,没有有效数据,否,7,文盲/半文盲
130704101,130704,51,男,在婚（有配偶）,否,7,小学
130704102,130704,28,男,在婚（有配偶）,否,6,小学
130704103,130704,55,女,在婚（有配偶）,否,5,文盲/半文盲
130705101,130705,55,女,在婚（有配偶）,否,5,高中/中专/技校/职高
130705102,130705,53,男,在婚（有配偶）,是,6,初中
130705103,130705,31,女,在婚（有配偶）,否,不适用,初中
130705104,130705,10,女,没有有效数据,否,7,文盲/半文盲
130707101,130707,46,女,在婚（有配偶）,否,5,小学
130707102,130707,47,男,在婚（有配偶）,否,6,初中
130707103,130707,21,男,未婚,否,不适用,高中/中专/技校/职高
130707431,130707,26,男,在婚（有配偶）,否,不适用,大专
130708101,130708,39,女,在婚（有配偶）,否,6,初中
130708102,130708,43,男,在婚（有配偶）,否,6,初中
130708103,130708,15,男,没有有效数据,否,7,初中
130708104,845440,63,男,在婚（有配偶）,是,6,小学
130708105,845440,61,,,,,文盲/半文盲
130709101,130709,55,女,在婚（有配偶）,否,7,高中/中专/技校/职高
130709102,130709,56,男,在婚（有配偶）,是,7,高中/中专/技校/职高
130710101,130710,64,女,在婚（有配偶）,否,5,高中/中专/技校/职高
130710102,130710,63,男,在婚（有配偶）,否,4,小学
130710103,130710,39,男,在婚（有配偶）,否,6,初中
130710104,130710,42,女,在婚（有配偶）,否,6,初中
130710431,130710,19,女,未婚,否,7,初中
130710432,130710,19,男,未婚,否,7,高中/中专/技校/职高
130711101,130711,55,女,在婚（有配偶）,否,6,小学
130711102,130711,55,男,在婚（有配偶）,否,4,初中
130711103,494985,31,女,在婚（有配偶）,否,7,初中
130712101,130712,63,女,在婚（有配偶）,否,5,文盲/半文盲
130712102,130712,70,,,,,小学
130713101,130713,76,女,在婚（有配偶）,否,5,文盲/半文盲
130713102,130713,77,男,在婚（有配偶）,否,4,文盲/半文盲
130714102,130714,53,男,丧偶,是,6,小学
130714103,716424,30,女,在婚（有配偶）,否,7,初中
130714104,648588,28,男,未婚,否,不适用,大学本科
130715101,836828,31,女,在婚（有配偶）,是,7,初中
130715102,130715,54,男,在婚（有配偶）,是,5,小学
130715103,130715,53,女,在婚（有配偶）,否,7,小学
130715104,130715,29,男,在婚（有配偶）,是,7,初中
130715431,130715,27,女,在婚（有配偶）,否,7,初中
130716101,130716,47,男,在婚（有配偶）,否,6,小学
130716102,130716,50,女,在婚（有配偶）,否,6,文盲/半文盲
130716103,185049,28,男,在婚（有配偶）,否,7,高中/中专/技校/职高
130716104,592828,26,男,未婚,否,6,初中
130716501,185049,31,女,在婚（有配偶）,否,7,初中
130717101,130717,36,女,在婚（有配偶）,否,6,初中
130717102,130717,36,男,在婚（有配偶）,是,6,初中
130717103,130717,13,男,没有有效数据,否,7,小学
130717104,130717,13,男,没有有效数据,否,7,小学
130717431,130717,63,男,在婚（有配偶）,否,5,高中/中专/技校/职高
130717432,130717,64,女,在婚（有配偶）,否,5,文盲/半文盲
130719101,130719,43,男,在婚（有配偶）,否,7,小学
130719102,130719,44,女,在婚（有配偶）,否,7,初中
130719103,130719,17,男,未婚,是,7,初中
130719104,130719,13,男,没有有效数据,否,7,小学
130720101,130720,48,男,丧偶,是,7,初中
130720102,630622,26,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
130721101,130721,71,女,在婚（有配偶）,否,4,文盲/半文盲
130721102,130721,67,男,在婚（有配偶）,否,6,文盲/半文盲
130721104,404700,46,男,在婚（有配偶）,否,6,小学
130721105,404700,27,男,在婚（有配偶）,否,不适用,大专
130721107,404700,48,女,在婚（有配偶）,否,4,小学
130722101,130722,56,女,在婚（有配偶）,否,5,文盲/半文盲
130722102,130722,58,男,在婚（有配偶）,否,6,文盲/半文盲
130722103,130722,32,男,离婚,否,4,小学
130722104,962377,29,女,在婚（有配偶）,否,7,初中
130723101,130723,70,男,在婚（有配偶）,否,6,小学
130723102,130723,73,女,在婚（有配偶）,否,6,小学
130724101,130724,47,女,在婚（有配偶）,否,不适用,初中
130724102,130724,45,男,在婚（有配偶）,否,不适用,小学
130724103,556898,24,女,未婚,否,不适用,大专
130724104,130724,19,女,未婚,否,不适用,高中/中专/技校/职高
130726101,130726,37,男,在婚（有配偶）,是,6,高中/中专/技校/职高
130726102,130726,37,女,在婚（有配偶）,否,6,初中
130727101,130727,61,女,在婚（有配偶）,否,6,小学
130727102,130727,60,男,在婚（有配偶）,是,6,小学
130727103,501364,35,女,在婚（有配偶）,否,6,初中
130727104,648601,35,男,在婚（有配偶）,否,6,高中/中专/技校/职高
130727105,130727,12,女,没有有效数据,否,7,小学
130727501,648601,34,,,,,
130733101,130733,46,女,在婚（有配偶）,否,6,高中/中专/技校/职高
130733102,130733,44,男,在婚（有配偶）,否,6,高中/中专/技校/职高
130733103,130733,19,女,未婚,否,6,高中/中专/技校/职高
130733104,130733,12,女,没有有效数据,否,6,小学
130735101,130735,42,男,在婚（有配偶）,否,7,高中/中专/技校/职高
130735102,130735,42,女,在婚（有配偶）,否,7,初中
130735103,130735,19,男,未婚,否,7,高中/中专/技校/职高
130736101,130736,42,女,在婚（有配偶）,否,6,初中
130736102,130736,44,男,在婚（有配偶）,否,6,初中
130736103,130736,19,女,未婚,否,6,高中/中专/技校/职高
130736104,130736,14,女,没有有效数据,否,6,小学
130737101,130737,42,女,在婚（有配偶）,否,6,高中/中专/技校/职高
130737102,130737,41,男,在婚（有配偶）,不适用,不适用,初中
130737103,130737,17,女,未婚,否,6,高中/中专/技校/职高
130737104,130737,10,男,没有有效数据,否,6,文盲/半文盲
130745102,130745,50,男,在婚（有配偶）,是,6,初中
130745103,130745,52,女,在婚（有配偶）,否,5,初中
130746101,134903,38,男,在婚（有配偶）,否,7,硕士
130746102,130746,68,男,在婚（有配偶）,否,6,初中
130746103,130746,68,女,在婚（有配偶）,否,6,高中/中专/技校/职高
130746104,134903,38,女,在婚（有配偶）,否,不适用,大专
130749101,130749,58,男,离婚,是,6,高中/中专/技校/职高
130750101,130750,52,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
130750102,130750,56,男,在婚（有配偶）,否,不适用,小学
130750103,130750,32,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
130750104,130750,32,女,在婚（有配偶）,否,不适用,大专
130752431,130752,31,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
130753101,130753,56,女,在婚（有配偶）,否,6,高中/中专/技校/职高
130753102,130753,56,男,在婚（有配偶）,否,5,高中/中专/技校/职高
130755101,130755,54,女,在婚（有配偶）,否,7,高中/中专/技校/职高
130755102,130755,51,男,在婚（有配偶）,是,6,高中/中专/技校/职高
130755103,130755,28,男,未婚,是,7,大学本科
130755104,130755,27,男,在婚（有配偶）,否,7,大学本科
130755601,130755,28,女,在婚（有配偶）,否,7,大学本科
130756101,130756,48,女,在婚（有配偶）,否,6,初中
130756102,130756,47,男,在婚（有配偶）,是,6,小学
130756103,130756,27,男,在婚（有配偶）,否,6,大专
130756104,130756,19,男,未婚,否,6,高中/中专/技校/职高
130756601,130756,26,女,在婚（有配偶）,否,7,大专
130758101,130758,50,男,在婚（有配偶）,否,6,初中
130758102,130758,47,女,在婚（有配偶）,否,6,高中/中专/技校/职高
130758103,130758,18,男,未婚,否,6,高中/中专/技校/职高
130760101,130760,48,女,在婚（有配偶）,否,6,初中
130760102,501384,81,,,,,小学
130760103,501384,80,,,,,文盲/半文盲
130760531,130760,28,女,未婚,否,6,大专
130760532,130760,50,男,在婚（有配偶）,是,6,小学
130762101,130762,64,男,在婚（有配偶）,否,4,大专
130762102,130762,66,女,在婚（有配偶）,否,3,高中/中专/技校/职高
130762103,130762,33,男,在婚（有配偶）,否,3,大学本科
130766101,130766,53,男,在婚（有配偶）,否,不适用,初中
130766102,130766,50,女,在婚（有配偶）,否,1,初中
130766103,236885,25,男,未婚,是,不适用,大专
130766104,130766,15,男,没有有效数据,否,1,小学
130781101,130781,58,女,在婚（有配偶）,否,7,高中/中专/技校/职高
130781102,130781,59,男,在婚（有配偶）,否,3,初中
130782101,130782,48,女,在婚（有配偶）,否,2,初中
130782102,130782,48,男,在婚（有配偶）,否,1,高中/中专/技校/职高
130782103,130782,24,,,,,高中/中专/技校/职高
130783101,130783,36,女,在婚（有配偶）,否,不适用,初中
130783103,130783,13,男,没有有效数据,否,不适用,文盲/半文盲
130785101,201607,26,女,在婚（有配偶）,否,不适用,大专
130785102,130785,65,,,,,初中
130788101,130788,53,男,在婚（有配偶）,是,不适用,小学
130788102,130788,50,女,在婚（有配偶）,否,不适用,小学
130788105,130788,26,女,未婚,否,不适用,高中/中专/技校/职高
130789101,130789,61,男,在婚（有配偶）,否,不适用,初中
130789102,130789,59,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
130789103,958344,34,女,在婚（有配偶）,否,4,大学本科
130789104,640282,31,女,在婚（有配偶）,否,3,大学本科
130790101,130790,46,女,在婚（有配偶）,否,1,初中
130790102,130790,43,男,在婚（有配偶）,否,4,初中
130790103,130790,21,女,未婚,否,4,大专
130793101,130793,48,男,在婚（有配偶）,否,6,高中/中专/技校/职高
130793102,130793,47,女,在婚（有配偶）,否,6,文盲/半文盲
130793103,168587,20,女,在婚（有配偶）,否,不适用,初中
130793104,130793,14,男,没有有效数据,否,6,小学
130793531,130793,81,男,丧偶,否,5,初中
130794101,130794,46,女,在婚（有配偶）,否,不适用,初中
130794102,130794,49,男,在婚（有配偶）,否,6,初中
130794104,130794,15,男,没有有效数据,否,6,初中
130795101,130795,71,男,在婚（有配偶）,是,7,小学
130795102,130795,66,女,在婚（有配偶）,否,6,文盲/半文盲
130797101,130797,61,男,在婚（有配偶）,否,6,初中
130797102,255032,26,男,在婚（有配偶）,是,不适用,初中
130797103,130797,18,男,未婚,否,6,小学
130797104,130797,48,女,在婚（有配偶）,否,6,文盲/半文盲
130797501,255032,22,女,在婚（有配偶）,否,不适用,初中
130798101,130798,66,女,在婚（有配偶）,否,6,文盲/半文盲
130798102,130798,67,男,在婚（有配偶）,是,6,初中
130798581,130798,46,男,在婚（有配偶）,是,6,初中
130799101,130799,50,男,在婚（有配偶）,是,6,文盲/半文盲
130799102,130799,45,女,在婚（有配偶）,否,6,小学
130799103,130799,22,,,,,高中/中专/技校/职高
130799104,130799,19,女,未婚,否,6,初中
130799105,130799,15,女,没有有效数据,否,6,小学
130799107,611161,71,男,在婚（有配偶）,是,不适用,初中
130799108,611161,65,女,在婚（有配偶）,否,不适用,文盲/半文盲
130801101,130801,61,男,未婚,是,6,小学
130802102,130802,68,女,同居,否,6,文盲/半文盲
130802601,130802,63,男,同居,是,6,文盲/半文盲
130804101,130804,85,女,丧偶,否,6,文盲/半文盲
130805101,130805,53,女,在婚（有配偶）,否,6,初中
130805102,130805,54,男,在婚（有配偶）,否,6,初中
130807101,130807,67,男,在婚（有配偶）,是,6,初中
130807102,130807,60,女,在婚（有配偶）,否,6,初中
130807103,130807,34,男,未婚,否,6,初中
130807104,130807,28,男,未婚,否,6,大专
130808101,130808,63,男,在婚（有配偶）,是,6,初中
130808102,130808,57,女,在婚（有配偶）,否,6,小学
130808103,160465,30,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
130808104,130808,17,男,未婚,否,7,初中
130809101,130809,64,男,在婚（有配偶）,否,6,初中
130809102,130809,61,女,在婚（有配偶）,否,6,初中
130809103,648658,31,男,在婚（有配偶）,否,不适用,初中
130810101,130810,79,男,在婚（有配偶）,否,6,文盲/半文盲
130810102,130810,77,女,在婚（有配偶）,否,6,文盲/半文盲
130810103,130810,46,男,在婚（有配偶）,是,5,高中/中专/技校/职高
130810104,130810,20,女,未婚,否,6,高中/中专/技校/职高
130810105,130810,11,女,没有有效数据,否,6,文盲/半文盲
130810107,130810,45,女,在婚（有配偶）,否,6,初中
130811101,130811,62,男,在婚（有配偶）,是,6,初中
130811102,130811,56,女,在婚（有配偶）,否,6,初中
130811103,648660,28,男,未婚,否,6,博士
130812101,130812,68,男,在婚（有配偶）,是,5,小学
130812102,130812,65,女,在婚（有配偶）,否,5,文盲/半文盲
130813101,130813,64,男,在婚（有配偶）,是,6,高中/中专/技校/职高
130813102,130813,58,女,在婚（有配偶）,否,6,初中
130813105,185121,29,女,在婚（有配偶）,否,6,初中
130814101,130814,61,男,未婚,否,6,文盲/半文盲
130815101,130815,61,男,在婚（有配偶）,是,6,初中
130815102,101023,35,男,在婚（有配偶）,是,不适用,高中/中专/技校/职高
130815103,130815,63,女,在婚（有配偶）,否,6,小学
130815104,101023,14,男,没有有效数据,否,7,小学
130815105,101023,37,女,在婚（有配偶）,否,6,高中/中专/技校/职高
130815581,130815,90,,,,,小学
130816101,130816,48,女,在婚（有配偶）,否,6,小学
130816102,130816,47,男,在婚（有配偶）,是,6,小学
130816103,278358,29,女,在婚（有配偶）,否,不适用,初中
130816104,130816,13,男,没有有效数据,否,6,小学
130818101,130818,77,女,丧偶,否,5,文盲/半文盲
130818102,814671,48,男,在婚（有配偶）,是,6,初中
130819101,130819,53,男,未婚,是,6,初中
130820101,130820,86,男,丧偶,否,6,文盲/半文盲
